scorer,,,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip
bodyparts,,,front_left_leg,front_left_leg,front_right_leg,front_right_leg,rear_left_leg,rear_left_leg,rear_right_leg,rear_right_leg,cerci,cerci,head,head,left_led,left_led,right_led,right_led
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2022-08-05_161928_065,img00197.png,75.31849867682178,308.76971535532164,78.78845284967403,267.82425611566504,102.38414122506936,265.74228361195367,122.50987542761246,299.74783450590576,124.5918479313238,278.9281094687923,56.58074614341959,283.09205447621497,,,,
labeled-data,2022-08-05_161928_065,img06104.png,280.7397857096753,408.7043955334666,227.99648228232104,410.78636803717797,280.04579487510483,379.55678048150764,228.69047311689144,385.8026979926417,251.59217065771634,360.12503711353503,264.08400567998444,439.23999225456646,442.43965016459043,466.30563480281404,,
labeled-data,2022-08-05_161928_065,img06940.png,,,,,246.04024398115274,413.56233137545973,187.74501387723484,383.0267346543599,234.2423997934551,371.2288904666623,182.8870780352417,430.2181114051506,,,,
labeled-data,2022-08-05_161928_065,img06993.png,,,,,217.58661976376425,409.39838636803705,171.08923384754405,386.4966888272122,,,,,,,,
labeled-data,2022-08-05_161928_065,img10599.png,,,,,,,,,325.8491899567546,194.95521848576766,265.47198734912536,161.64365842638603,,,,
labeled-data,2022-08-05_161928_065,img10669.png,,,,,,,,,,,,,,,,
labeled-data,2022-08-05_161928_065,img17727.png,,,,,360.5487316852772,355.96109210611235,,,316.82730910733875,364.9829729555282,367.4886400309817,408.7043955334666,,,,
