scorer,,,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip
bodyparts,,,front_left_leg,front_left_leg,front_right_leg,front_right_leg,rear_left_leg,rear_left_leg,rear_right_leg,rear_right_leg,cerci,cerci,head,head,left_led,left_led,right_led,right_led
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2022-08-04_141829_291,img00535.png,,,364.71267669269986,281.70407280707406,406.3521267669269,250.4744852514038,367.4886400309817,245.6165494094106,382.06244755696116,233.1247143871425,403.57616342864515,310.15769702446255,407.04611760149743,448.26187310398234,,
labeled-data,2022-08-04_141829_291,img00872.png,,,,,,,222.4445556057574,385.8026979926417,247.42822565029365,419.80824888659384,168.31327050926222,419.1142580520234,,,,
labeled-data,2022-08-04_141829_291,img03345.png,354.3028141741431,333.05939456528745,317.5212999419092,277.5401277996514,362.63070418898855,330.97742206157614,364.01868585812946,267.1302652810946,386.9203833989543,274.76416446136955,314.7453366036274,304.60577034789895,,,,
labeled-data,2022-08-04_141829_291,img05148.png,219.66859226747562,102.65443748789767,225.91450977860967,45.74718905312068,,,259.92006067256176,58.23902407538884,270.32992319111855,74.20081327050923,189.8269863809462,67.95489575937512,,,,
labeled-data,2022-08-04_141829_291,img09433.png,259.92006067256176,428.83012973600967,246.04024398115274,371.9228813012327,,,270.32992319111855,371.2288904666623,301.5595107467888,386.4966888272122,232.85441812431418,406.6224230297553,408.4340992706383,449.64985477312325,,
labeled-data,2022-08-04_141829_291,img12976.png,411.90405344349057,263.66031110824235,426.47786096947,323.34352288130117,377.204511714968,283.09205447621497,373.0405667075453,313.6276511973148,443.82763183373135,283.7860453107854,,,,,,
labeled-data,2022-08-04_141829_291,img17971.png,380.67446588782025,156.09173174982243,443.13364099916083,167.88957593752008,378.5924933841089,168.58356677209053,,,418.8439617891951,211.6109985154585,412.598044278061,129.02608920157485,,,,
