scorer,,,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip
bodyparts,,,front_left_leg,front_left_leg,front_right_leg,front_right_leg,rear_left_leg,rear_left_leg,rear_right_leg,rear_right_leg,cerci,cerci,head,head,left_led,left_led,right_led,right_led
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2022-08-04_144546_209,img00042.png,88.50432453366034,273.37618279222863,,,137.77767378816236,266.4362744465241,,,149.57551797586004,227.5727877105789,71.84854450396952,240.75861356741746,,,,
labeled-data,2022-08-04_144546_209,img01179.png,233.54840895888464,91.55058413477047,,,262.00203317627313,89.4686116310591,245.34625314658228,39.501271541986625,281.43377654424575,61.01498741367061,198.8488672303621,65.17893242109335,,,,
labeled-data,2022-08-04_144546_209,img04243.png,335.5650616407409,111.67631833731355,,,,,,,398.718227586652,129.02608920157485,342.5049699864454,67.95489575937512,409.8220809397792,451.73182727683457,,
labeled-data,2022-08-04_144546_209,img06020.png,418.8439617891951,154.00975924611106,420.9259342929064,218.550906861163,409.8220809397792,150.53980507325883,400.10620925579286,203.97709933518354,369.57061253469305,165.80760343380877,445.21561350287215,199.81315432776086,,,,
labeled-data,2022-08-04_144546_209,img09586.png,318.9092816110501,428.13613890143927,281.43377654424575,387.8846704963531,330.70712579874777,417.7262763828825,284.90373071709803,372.6168721358032,338.34102497902273,368.45292712838045,269.6359323565481,427.4421480668688,,,,
labeled-data,2022-08-04_144546_209,img16529.png,,,,,319.6032724456206,292.11393532563085,365.4066675272704,330.97742206157614,322.37923578390235,331.67141289614653,399.4122184212224,285.8680178144968,,,,
labeled-data,2022-08-04_144546_209,img17663.png,317.5212999419092,378.16879881236673,,,294.6196024010843,361.513018782676,254.36813399599816,393.43659717291666,251.59217065771634,367.06494545923954,320.99125411476143,415.64430387917116,,,,
