scorer,,,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip
bodyparts,,,front_left_leg,front_left_leg,front_right_leg,front_right_leg,rear_left_leg,rear_left_leg,rear_right_leg,rear_right_leg,cerci,cerci,head,head,left_led,left_led,right_led,right_led
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2022-08-03_155340_951,img01707.png,,,394.68690357782265,210.5029270510671,,,381.80929978118166,168.4812725567649,394.00913495694675,146.11490806786213,431.9641777259939,221.34722498508057,,,,
labeled-data,2022-08-03_155340_951,img01743.png,387.90921736906415,276.2464832760238,,,389.9425232316917,254.55788740799687,434.6752522094973,241.00251499048,410.275581857967,231.5137542982182,412.30888772059444,318.268137770326,,,,
labeled-data,2022-08-03_155340_951,img03441.png,309.96582596834236,97.3155673648015,347.9208687373895,61.3938304583819,319.4545866606042,116.97085737020092,368.2539273636648,105.44879081531161,343.8542570121345,121.03746909545595,316.06574355622496,46.482920799113344,387.90921736906415,463.3106226377562,,
labeled-data,2022-08-03_155340_951,img09651.png,,,312.6769004518457,356.90094916024896,372.9983077097957,363.00086674813156,328.26557873199005,328.43466708346364,362.8317783966581,329.79020432521526,322.84342976498334,408.411364346813,,,,
labeled-data,2022-08-03_155340_951,img12132.png,162.21226661740883,317.59036914945017,109.34631418909322,341.99003950098046,,,,,112.73515729347235,278.2797891386513,150.01243144164374,356.2231805393732,,,,
labeled-data,2022-08-03_155340_951,img15491.png,135.77929040325097,124.4263121998352,,,153.40127454602288,107.48209667793913,147.30135695814027,63.427136321009414,169.6677214470431,70.20482252976785,94.43540452982467,106.80432805706329,,,,
labeled-data,2022-08-03_155340_951,img17776.png,,,303.86590838045976,361.6453295063799,,,326.91004149023837,358.25648640200063,362.8317783966581,359.61202364375237,296.4104535508255,414.51128193469555,,,,
