scorer,,,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip
bodyparts,,,front_left_leg,front_left_leg,front_right_leg,front_right_leg,rear_left_leg,rear_left_leg,rear_right_leg,rear_right_leg,cerci,cerci,head,head,left_led,left_led,right_led,right_led
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2022-08-05_153342_448,img00013.png,227.30249144775058,242.14659523655837,205.7887755760666,296.27788033305353,200.23684889950295,224.79682437229707,171.78322468211445,256.0264119279674,171.08923384754405,237.28865939456517,241.87629897373006,274.0701736267991,,,,
labeled-data,2022-08-05_153342_448,img00281.png,114.18198541276703,258.10838443167876,174.55918802039628,253.94443942425602,129.44978377331697,296.971871167624,169.00726134383268,281.0100819725036,153.0454721487123,305.99375201703987,141.24762796101464,228.26677854514935,,,,
labeled-data,2022-08-05_153342_448,img01286.png,164.1493255018395,225.49081520686752,223.8325372748983,236.59466855999477,171.08923384754405,258.80237526624916,,,198.8488672303621,280.31609113793314,201.62483056864386,200.5071451623313,,,,
labeled-data,2022-08-05_153342_448,img07165.png,,,325.8491899567546,214.38696185374033,,,350.1388691667204,224.1028335377266,386.9203833989543,282.3980636416445,311.27538243077515,227.5727877105789,416.06799845091325,466.9996256373845,,
labeled-data,2022-08-05_153342_448,img09255.png,108.63005873620344,349.7151745949783,56.58074614341959,325.4254953850125,123.89785709675334,312.2396695281739,57.274736977990045,309.46370618989215,99.60817788678756,279.62210030336274,66.99060866197635,353.1851287678305,,,,
labeled-data,2022-08-05_153342_448,img15798.png,,,,,273.1058865294003,417.7262763828825,211.3407022526302,416.33829471374156,231.46643645517327,379.55678048150764,267.5539598528367,457.2837539533982,,,,
labeled-data,2022-08-05_153342_448,img17811.png,57.274736977990045,330.97742206157614,,,84.34037952623765,344.85723875298515,101.69015039049893,294.19590782934216,115.56996708190795,333.05939456528745,41.312947782869685,287.25599948363765,,,,
