scorer,,,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip
bodyparts,,,front_left_leg,front_left_leg,front_right_leg,front_right_leg,rear_left_leg,rear_left_leg,rear_right_leg,rear_right_leg,cerci,cerci,head,head,left_led,left_led,right_led,right_led
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,2022-08-04_150436_249,img02077.png,303.6414832505002,110.98232750274309,300.86551991221836,165.1136125992383,255.75611566513908,129.02608920157485,276.5758407022526,169.97154844123145,247.42822565029365,156.09173174982243,333.4830891370296,134.57801587813844,,,,
labeled-data,2022-08-04_150436_249,img02529.png,,,,,,,,,378.5924933841089,199.1191634931904,380.67446588782025,115.84026334473629,,,,
labeled-data,2022-08-04_150436_249,img11188.png,190.52097721551667,59.6270057445297,240.48831730458915,45.74718905312068,206.48276641063705,105.4304008261795,252.28616149228674,68.64888659394558,242.57028980830052,113.75829084102492,210.64671141805974,40.19526237655708,,,,
labeled-data,2022-08-04_150436_249,img12219.png,215.50464726005288,39.501271541986625,,,217.58661976376425,101.96044665332727,264.7779965145549,72.11884076679786,262.6960240108436,106.8183824953204,253.6741431614277,40.88925321112754,,,,
labeled-data,2022-08-04_150436_249,img14189.png,248.81620731943457,227.5727877105789,296.7015749047957,201.89512683147217,274.49386819854124,253.94443942425602,,,299.4775382430775,261.578338604531,265.47198734912536,188.01531014006315,,,,
labeled-data,2022-08-04_150436_249,img15822.png,,,,,,,,,,,,,,,,
labeled-data,2022-08-04_150436_249,img17960.png,,,,,381.3684567223907,164.41962176466785,378.5924933841089,212.99898018459942,347.3629058284386,177.6054476215064,419.53795262376553,218.550906861163,,,,
